label	text_a
1	The  coming  weeks  could  see  a  possible  increase  of  #COVID19  cases  as  states  reopen.  It’s  too  soon  to  tell  if  this  will  happen  but  CDC  is  working  closely  with  state  health  departments  to  monitor  activity.  Learn  more  about  COVID-19:  https://t.co/Ie7Kqshz2p  https://t.co/Tdh87rBM3B
0	We  need  to  ensure  that  every  person  who  needs  a  coronavirus  test  can  get  one  —  and  that  the  test  is  free.  Period.
1	UPDATE:  #COVID19  in  US  ➡️63.4%  of  COVID-19  cases  from  adults  (20-49)  ➡️1.2%  of  COVID-19  cases  from  children  (0-9)  ➡️Reproduction  nr  &gt;1  for  adults  aged  (35-49)  ➡️Target  interventions  at  adults  (20-49)  can  facilitate  safe  reopening  of  schools  👇Report:  https://t.co/sYsILcsiTH  https://t.co/TZeagemqrl
1	An  update  on  managed  isolation  protocols:  ⁣  ⁣  From  11:59  on  April  9th  everybody  coming  across  the  border  to  go  into  14  days  of  quarantine  or  managed  isolation.  Since  then  more  than  19000  people  have  been  in  one  of  those  facilities.
0	NEWS!  Care  home  workers  apologise  to  Boris  Johnson  for  going  on  holiday  instead  of  attending  COBRA  pandemic  meetings  https://t.co/jjtM0XuUvQ  https://t.co/No2wgnnodT
0	A  Muslim  man  was  caught  spreading  coronavirus  and  beaten  up.  The  man  was  caught  spitting  in  fruits.
1	#IndiaFightsCorona:  📍Follow  simple  #Handwashing  steps  to  prevent  the  spread  of  #COVID19.  #StaySafe  #IndiaWillWin  @MoHFW_INDIA  @drharshvardhan  @MinistryWCD  @PrakashJavdekar  @DDNewslive  @airnewsalerts  @UNICEFIndia  @PIB_India  Via  @UNinIndia  https://t.co/kvP2d1cYxG
0	Sanitary  technicians  are  going  to  inspect  houses  and  seize  cash.
0	The  United  States  is  "recruiting"  doctors  to  confront  COVID-19.
1	Your  household  plan  for  #COVID19  should  include  1)  talking  with  your  neighbors  about  emergency  planning  2)  identifying  aid  organizations  in  your  community  &amp;  3)  creating  an  emergency  contact  list.  Learn  more:  https://t.co/isBYfXNv5A.
1	Noel  Gallagher  says  he  refuses  to  wear  a  face  mask  while  shopping  as  he  goes  against  laws  brought  in  during  the  pandemic  to  curb  the  spread  of  #coronavirus  https://t.co/sPp08WBRfO
1	As  of  5  August  2020  there  are  1955  active  #COVID19  cases  in  #Kanniyakumari  #TamilNadu  #COVID__19  #COVID  #Covid_19  #COVIDー19  #COVID19India  #COVIDUpdates  #coronavirus  #CoronaUpdates  #CoronavirusIndia  #CoronavirusUpdates  #CoronavirusPandemic  https://t.co/elaLGEeCWy
1	Covid  testing  ramped  up  to  over  2  lakh  a  day  https://t.co/nAOpFfWmoU  via  @timesofindia
0	PCR  tests  also  detect  common  cold  viruses.
0	a  military  convoy  transporting  people  who  died  from  the  COVID-19  pandemic  in  Italy.
1	Remember  the  risk  of  spread  of  #COVID19  is  higher  when  people  gather  Avoid  mass  gatherings  including  religious  settings  social  events  &amp;  others  Please  maintain  a  physical  distance  of  2  meters  away  from  others  at  all  times  #TakeResponsibility  https://t.co/c02nouEe4K
0	‘Don’t  get  ill’:  Britain’s  12-point  coronavirus  plan  https://t.co/8u2bozEoDy  https://t.co/smdUJaa8i0
0	Drinking  unsweetened  black  tea  before  the  sun  rises  cures  coronavirus.  This  was  prophetised  by  a  newborn  baby  who  died  shortly  after  uttering  the  cure.
0	NEWS!  New  rise  in  Covid  figures  ‘a  middle-class  hoax  to  have  free  theatre  streams  reinstated’  https://t.co/uOrhqCvmOO  https://t.co/SnI31yxvYs
0	My  Goodness  is  this  true?  Some1nd2findout.  US  n  mny  cointrirs  wth  strongest  Intel  agencies  cudnt  detect  d  fact?  WHO.  cheated  d  world?Is  Corona  not  a  Virus  but  a  bacterial  infection  and  patients  can  cure  only  in  one  day?  See  this  video  and  share  it  so  that  d  facts  can  b  verified.
1	#IndiaFightsCorona  With  higher  number  of  patients  getting  cured  India’s  total  Recoveries  surpass  30  lakh.  Less  than  0.5  %  patients  on  Ventilators  2%  in  ICUs  &amp;  less  than  3.5%  on  Oxygen  Support.  https://t.co/slLc52m2mx  https://t.co/KwTyzuNr5J
1	307  new  cases  of  #COVID19;  Lagos-188  FCT-44  Ogun-19  Kaduna-14  Oyo-12  Bayelsa-9  Gombe-5  Kano-3  Delta-3  Imo-2  Rivers-2  Niger-2  Bauchi-2  Plateau-1  Kwara-1  10162  cases  of  #COVID19Nigeria  Discharged:  3007  Deaths:  287  #TakeResponsibility  https://t.co/YKOiX7aMA5
1	“In  the  absence  of  a  vaccine  to  prevent  #COVID19  we  have  to  focus  on  non-pharmaceutical  interventions  such  as  using  face  masks  physical  distancing  and  frequent  hand  washing”  ~  @beeodune  on  @HitFMCalabar  Join  the  ongoing  conversation  live👇🏽  https://t.co/gDgQRYTIAS  https://t.co/h05Pzr2ZDx
0	COVID-19  U.S.  outbreak  traced  to  Donald  Trump's  forehead  https://t.co/fvZg1AkX34  #donaldtrump  #covid19
1	Unique  concerns  and  considerations  regarding  DKA  in  the  COVID-19  setting.  https://t.co/xC1nqnlW8c
0	Telangana  CM  has  announced  that  the  lockdown  in  the  state  due  to  #coronavirus  shall  continue  till  June  3
1	📢#CoronaVirusUpdates:  ✅India's  #COVID19  recovery  rate  improves  to  75.92%  as  on  August  25  2020  📍Steady  improvement  in  India's  COVID-19  recovery  rate  since  #lockdown  initiation  on  March  25  2020  #IndiaFightsCorona  @ICMRDELHI  Via  @MoHFW_INDIA  https://t.co/qfxACD4FQH
0	The  “Plandemic”  video  that  talks  about  the  new  coronavirus.
0	Video  of  Muslim  leader  being  accidentally  shot  dead  during  a  celebratory  firing  after  he  recovered  from  COVID-19  in  Pakistan.
0	Unions  like  @GoIUPAT  are  supporting  their  workers  and  communities  during  this  pandemic.  To  build  a  stronger,  more  inclusive,  and  more  resilient  middle  class  after  this  crisis,  we  must  encourage  unionization.  That  starts  with  enacting  the  PRO  Act.  https://t.co/JbZbXnGHfx
0	Don't  eat  muslims  food  they  spit  and  pack  the  food  to  spread  corona
0	India  records  yet  another  single-day  rise  of  over  28000  new  cases  while  more  than  5.5  lakh  individuals  have  recovered  from  COVID-19.  Kerala  government  sets  up  its  first  plasma  bank  in  the  state  following  in  the  steps  of  Delhi  and  West  Bengal.  #COVID19  #CoronavirusFacts  https://t.co/JhSQUqMvta
1	#IndiaFightsCorona  Centre  exhorts  the  States  to  proactively  curb  the  Chain  of  Transmission  and  bring  Mortality  below  1%.  https://t.co/Qtc4fO5DRy  @PMOIndia  @drharshvardhan  @AshwiniKChoubey  @PIB_India  @mygovindia  @CovidIndiaSeva  @COVIDNewsByMIB  @DDNewslive  @airnewsalerts
0	Trump  said  "murders  this  year  have  spiked  27%  in  Philadelphia"  True.  Violent  crimes  such  as  rape  and  robbery  have  fallen  amid  COVID-19  but  homicides  and  nonfatal  shootings  have  not.  https://t.co/8O4969IrOH  https://t.co/RWiv73JRFz
0	Olly  Murs  turns  up  at  his  local  hospital  with  coronavirus  but  it  turns  out  to  be  a  hangover  https://t.co/wseVdVM0Tp
0	???While  California  is  dying  ???  Gavin  (Newsom)  is  vacationing  in  Stevensville,  MT!??�
0	An  Egyptian  doctor  says  that  the  Tunisians'  immunity  could  be  a  new  treatment  for  Covid-19.
0	Aled  Jones  reveals  he  prayed  to  God  to  show  mercy  on  the  UK  during  the  coronavirus  crisis  but  it  didn’t  work  https://t.co/LNbbDu1JOL
0	West  Bengal  CM  Mamata  Banerjee  has  extended  current  lockdown  till  31  July  to  contain  COVID-19  infections  in  the  state.  Under  Delhi  government’s  new  response  plan  all  houses  will  be  screened  by  6  July.  #COVID__19  #CoronavirusFacts  https://t.co/t6PldVjip9
0	Katy  Perry  Secretly  Relieved  Her  Wedding  To  Orlando  Bloom  Is  Postponed  Due  To  The  Coronavirus?  https://t.co/HBv8i3UYjq
1	More  cases  have  been  discovered  in  the  South  than  in  any  other  region.  Caveat:  Testing  shortages  in  the  NE  outbreak  mean  that  tests  caught  only  a  fraction  of  infections.  We  don’t  yet  know  what  %  of  infections  are  being  caught  in  the  South  where  backlogs  have  begun  to  appear.  https://t.co/6If2BugbBV
0	fenugreek  seed  applied  on  a  tape  strip  if  pasted  on  the  thumb  and  left  overnight,  it  can  beat  throat  infection
0	Sri  Lanka's  IDH  issues  set  of  instructions  to  follow  to  protect  from  Covid-19  infection
1	New  HHS  guidance  goes  into  effect  today  requiring  all  testing  sites  to  collect  &amp;  report  more  information.  We  hope  it  is  shared  with  the  states  and  the  states  make  it  public.  We  do  not  expect  disruptions  like  those  with  hospitalization  data  nor  do  we  expect  perfect  compliance.
0	With  nearly  28500  new  infections  reported  in  India  the  total  confirmed  case  count  reaches  a  record  nine  lakh.  Union  minister  Jitendra  Singh  and  BJP  leader  Ram  Madhav  go  into  self-quarantine  after  J&amp;K’s  BJP  unit  chief  Ravindra  Raina  test  positive  for  COVID-19.  #coronavirusFacts  https://t.co/ILssm6gIwl
0	An  hospital  was  set  on  fire  in  Nairobi  after  people  discovered  a  lot  of  "poisoned  vaccines"  against  coronavirus  sent  by  the  USA.
0	Italians  bidding  goodbye  to  the  world  because  of  coronavirus.
0	President  Donald  Trump  ???will  evoke  (sic)  what  is  called  the  Stafford  act??�  and  ???order  a  two  week  mandatory  quarantine  for  the  nation.??�
0	In  January,  Donald  Trump  claimed  the  coronavirus  was  “totally  under  control.”    In  February,  he  said  it  would  disappear.    Now,  he’s  saying  it  “could’ve  been  stopped  pretty  easily  if  we  had  known.”    Donald  Trump  knew.  He  failed  to  act.  And  now  we’re  paying  the  price.
1	Both  arrived  from  India  on  August  23  and  they  are  each  a  close  contact  of  separate  previously  reported  confirmed  cases.  There  are  two  new  cases  in  the  community  both  linked  to  the  Auckland  August  cluster.
1	Early  identification  through  aggressive  TESTING  comprehensive  surveillance  &amp;  contact  TRACING  along  with  focus  on  timely  and  efficient  clinical  TREATMENT  of  patients  have  ensured  high  number  of  speedy  recoveries.
1	Hospitalizations  reflect  the  same  trends.  Arizona  now  has  more  people  hospitalized  than  NY.  (Note:  Florida  might  be  on  the  right-hand  list  but  it  does  not  provide  this  metric.)  https://t.co/6iAzGanQ6J
1	Study  volunteers  at  a  much  higher  risk  for  complications  or  death.  https://t.co/nh9YAQlSGo
1	Coronavirus:  'A  test  the  government  must  pass'  -  ministers  urged  to  prioritise  testing  in  schools  https://t.co/oZAGUhhGtP
1	Are  kids  with  #COVID  more  contagious  than  adults?  @methodsmanmd  explores  the  viral  load.  https://t.co/8hGqlW0JK6  https://t.co/nglXfvsyJg
1	Hepatitis  C  drugs  show  promise  against  the  #coronavirus  but  clinical  trials  must  confirm.  https://t.co/Ormd96du6D  https://t.co/aYp5ysCVeD
1	A  big  part  of  the  American  story  is  the  slow  easing  of  the  outbreak  in  New  York.  New  York  deaths  represent  an  ever  smaller  number  of  the  total  daily  deaths.  Where  New  York  once  represented  half  of  a  day's  death  toll  it  is  now  down  to  30%.  https://t.co/Acj21xtUaH
1	RT  @PIB_India:  We  have  done  16  to  17  thousand  tests  already  and  India  has  capacity  to  perform  50  to  70  thousand  tests  a  week;  There  are  1…
0	_Indian  yoga  guru  Baba  Ramdev  has  been  infected  with  coronavirus._
0	the  treatment  for  coronavirus  is  mentioned  in  an  Intermediate  Zoology  book.  The  viral  forward  reads:  “It  is  not  a  new  disease  as  it  is  already  mentioned  in  the  Intermediate  zoology  book  along  with  its  treatment.  It  happens  sometimes  that  many  great  scientists  and  doctors  do  not  focus  on  lesser-known  books  as  they  are  mostly  busy  with  famous  books.
1	At  midday  today  the  alert  level  2  restrictions  on  social  gatherings  were  eased.  Groups  of  up  to  100  people  are  now  permitted  –  this  includes  events  at  home  and  outside  of  home  and  gatherings  like  religious  services  parties  weddings  tangihanga  and  funerals.
1	Our  daily  update  is  published.  States  reported  696k  tests  and  52k  cases.  This  marks  the  first  time  since  July  13  that  states  reported  fewer  than  700k  tests.  There  were  1176  COVID-19  deaths  reported.  https://t.co/I4l8untf5A
1	On  the  5th  Jan  days  after  a  cluster  of  unknown  pneumonia  was  identified  in  Wuhan  🇨🇳;  WHO  shared  detailed  info  on  the  cases  with  the  🌍  &amp;  advised  all  countries  &amp;  emergency  contact  points  to  take  precautions  to  reduce  the  risk  of  severe  acute  respiratory  infections-@DrTedros
1	Re:  the  two  women  who  drove  from  Auckland  to  Wellington:  New  information  tells  us  that  they  had  some  limited  physical  contact  with  two  friends  after  getting  lost  trying  to  leave  Auckland.
0	Hospitals  in  the  United  States  get  paid  $750  for  patients  who  die  from  the  flu  $17500  for  COVID-19.
0	The  Disaster  Management  Act  has  been  implemented  across  India.  As  per  the  act  apart  from  the  government  departments  no  other  citizen  is  allowed  to  post  or  share  any  forward  related  to  the  novel  coronavirus.
0	Text  in  Lithuanian  excerpted  from  a  letter  claims  WHO  measures  are  a  genocide  and  pandemic  isn't  real.
1	Hospitalizations  continue  to  rise.  We  recorded  6136  up  from  4468  yesterday.  Note:  We  are  seeking  guidance  from  states  on  how  to  interpret  their  hospitalization  data.  It's  not  always  clear  whether  states  mean  how  many  people  are  hospitalized  NOW  or  cumulatively.
1	Coronavirus:  Facebook  and  NHS  team  up  to  call  for  blood  donations  ahead  of  second  wave  https://t.co/ZyZznBGe6m
0	"Martin  stared  at  his  reflection  delighting  in  the  fact  that  when  Ireland  was  in  need  of  a  transformational  leader  as  it  fought  a  pandemic,  a  once-in-a-century  recession,  housing  shortages  and  inequality,  Ireland  got  Micheál  Martin  instead."  https://t.co/uixuA7TjUB
1	We're  getting  a  lot  of  questions  about  Georgia.  As  you  can  see  no  clear  signal  of  a  major  outbreak  in  the  state.  Testing  volume  is  way  down  since  May  26  but  the  state  is  reporting  about  the  same  number  of  cases.  It's  unclear  if  this  is  a  testing  or  a  test  reporting  issue.  https://t.co/cp8XkPor2O
1	If  COVID-19  does  get  into  the  community  it  could  spread  very  quickly  from  large  gatherings  as  we’ve  seen  at  other  large  gatherings  such  as  weddings  and  parties.⁣  ⁣  For  this  reason  people  in  managed  isolation  can  no  longer  leave  isolation  to  attend  a  funeral  or  tangihanga.⁣
